,0,1
1504, It used to be my Wife  but she is out of my Life now.,0
1505, around Whom  Sweetie,0
1506, both it's a two way street.  I wish I had figured that out when I was married,0
1507, no one. I have had a pretty good month,0
1508, my Cousin Brook,0
1509, my Daughter she is my Life,0
1510, My Dad. ( R. I. P ) Female  my Grandma on my Dads Side,0
1511, My Cousin Pete he is very Intelligant and fun to talk to,0
1512, I do. I am single now  so I have to buy everything,0
1513, give and take. no one should dominate,0
1514, I have a daughter and she is Great. The Last Baby I held was my Niece's baby girl. She was 2 weeks old,0
1515, My GF she called me  I don't text as i don't have a cell phone,0
1516, Nightwing  ( formally Robin ) Dick Grason is a level headed  strong man,0
1517, I am a Baseball Fan  so i really don't care,0
1518, the STONES  Baby ! !,0
1519, one Christmas  I was asked to buy Miseltoe in the bar. I said no  but she said she would kiss me if I bought one. So I did >>>> WOW ! !  that Lady could kiss  ! !  Still don't know her name  and I never saw her again.,0
1520, a guy in Portland Or. bad breath >>> eeewwww,0
1521, Fav Person is my Daughter Fav people are in Denmark. I love that Place,0
1522, I think it's the thrill aspect of it. We all have a little kink in us  and we get off knowing that we can do / say most anything because &quot; I was taking a dare &quot;,0
1523, it's not's fair  but that's Life,0
1524, because it gives them a sence of being supiorior,0
1525, girls are slobs,0
1526, We just grew apart  and found out we weren't ment for each other. No   I would not want to be Married again. Arm ?? you mean the Army ?? I was in the Navy for 6 years. I live in Wyoming,0
1527, they sure the hell can ! ! I have seen it,0
1528, the Muceles get in the way.,1
1529, No one ow how to spell in order to pull the trigger. Any thug can kill. Abortion is killing no matter how you justifiy it,0
1530, they have a better balance system than Humans,0
1531, Because we are Horndogs. LOL,1
1532, because the Haters are more ruthless,0
1533, the mouth kind goes away. the Gentital kind actually wraps around your spinal cord and can kill you if left untreated,0
1534, because we have Airplanes silly  ! ! LMAO,0
1535, LOL I have no idia,0
1536, because we have to take care of it  so it's considered a pet,0
1537, Bad Grammar shows poor education. I always try and use Proper Grammar. ( I can't spell  but I can speak well ) LOL,0
1538, LMAO I do it all the time it's fun,0
1539, too scared to leave,0
1540, They are just Haters,0
1541, I am a mastobator and I can tell you  that there is no substitute for the real thing,0
1542, true water has no minerals in it. Only Oxygen and Hrdrogen  the Minerals give water it's taste,0
1543, If you don't have the balls to ask a Q with your name on it  the go fuck your self. I NEVER ask Anon Q's  myself,0
1544, the wool hasn't been Chemicaly cured yet.,0
1545, Drinking and Driving Getting a Hooker Fighting carring a Gun,0
1546, Duii   Fighting   Prostitution   and driving without a licience,0
1547, I have been to jail 4 different times,0
1548, Dance ??  I don't dance  but I know all the lyerics to Pink's >> Please don't leave me,0
1549, sorry baby LOL,0
1550, Nice  it's just the way I am,0
1551, yes  I would She is 16 now and already on B.C,0
1552, My Ex Wife had one  yes,0
1553, For Girls   it's .... I'm so drunk for Men   It's showing off our muchels,0
1554, a rotator cuff is where your shoulder meets the arm your arm Rotates in the cuff,0
1555, The courts over turned that decision. The Oil Co's are not regulated and that's why they gouge us at the Pump. hat we need is better and more thoughtful Regulations,0
1556, If she Knew how Insperational it has been  I think she would be fine with it,0
1557, I am a drunk myself  so yes,0
1558, I have done both. The Navy  and then sailed in Alaska. after a time  I settled down and got a permanate home,0
1559, I go to the Rodeo all the time. And I have been to two bull fights once in Spain and once in Mexico They are fun  and exciting,0
1560, no  not really,0
1561, I am already extreamly  attractive. I don't need to be famous,0
1562, sure I can take anyting,0
1563, sure because I can always yack it up.,0
1564, nope I like my Harley and my 69 Chevy Truck,0
1565, I have dated a stripper. I don't have a promblem with it,0
1566, sure  why not ??,0
1567, I am doing that right now,0
1568, yep I brought a women home one day and she was African American. My Dad thew a fit. too bad  Marie was a sweet wonderful woman. I dated her for almost a year,0
1569, I have  so yes,0
1570, no. I talk dirty  but would never have that kind of relationship,0
1571, No. I have to be able to sleep at night  and that friend made his / her own decision to get in that predicament,0
1572, Nope we don't live together  but I talk to her everyday on Face Book,0
1573, No  my one Daughter is more than enough for me,0
1574, yes  and what ever they wanted to be,0
1575, Neither  although I have a boat and love being on the Lake,0
1576, Monarch. Because I believe People should be allowed to exercise free will. To do List ?? Make sure everyone was safe from dictators and terrorists,0
1577, Monarch. People should be able to vote and have free will. I think I would be in Denmark  and I would take care of maintaining the Econamy so that that Euro would be stronger than the Dollar,0
1578, Tiny  because then I can hide.,1
1579, I waited till I was 27 to have children  because I had to learn how to take of ME first. I am Happy with that decision,0
1580, happy Simpelton,0
1581, for my own use,0
1582, a slut there is more freedom that way,1
1583, both I am bi sexual so I like it both ways,0
1584, not being Gay : I would have to say I want a GF because I am not ready to be Married again,0
1585, not sure  they both really suxed,0
1586, younger. I don't like getting Older,0
1587, no I am not that interesting,0
1588, I have been in an Interracial relationship twice. Once with an African American Woman and once with A Native American Woman,0
1589, yes  in Oregon in the States. In France  and Brazil,0
1590, yes  I started having anal sex with women when I was 19  and started having anal with men when I turned 30,0
1591, I went to Private School  but can't afford to put Rachael in one,0
1592, Woke up  went to work. Came Home  drank a beer. Answered a few Q's,0
1593, 44 ha ha ha ha,0
1594, no I have the day off  but have to work tomorrow So I am going to bed early tonight,0
1595, I agree. when I am with someone  I want to express it though sex. I think it's important to be pysical when i am in a realtionship,0
1596, I drink beer I used to smoke Cigs  but i quit in 1988,0
1597, yesssss I like talking to you. you're nice,0
1598, what does ?? LOL,0
1599, Very afraid  but not tell anybody. I would go on a week long drunk,0
1600, Help the dog. I can find another job,0
1601, help him / her steal more,0
1602, Madonna and Tyler Perry she's smoken HOT and he's Funny,0
1603, I never said ban the Zoo's I think they are important to keep the Endangered Animals around,0
1604, not very far my Fav store is Home Depo,0
1605, Vancover B.C. Canada,0
1606, yes  I do Thanxxx,0
1607, I don't have a sweet tooth,0
1608, no I haven't gone to school since 1985. the school that USED to be there is gone now But my Youngest Sister had Detectors in her High School,0
1609, Yeay LOL Batman is the Ultimate Outlaw. But Superman is a True Hero,0
1610, LMAO fucker face,1
1611, I would not be Embarrassed,0
1612, LOL I was a good Leader in the Navy. Spelling was never a factor in learning how to kill a man,0
1613, No to both. I have been in Fights  but never really hurt anyone.,0
1614, and you're blocked,1
1615, stop and help. Little people need the most help,0
1616, help him  because it's the right thing to do,0
1617, tell them to shut the hell up,0
1618, the African American because i can fuck the Woman  and the Priest can forgive me for it,0
1619, tell him / her to stop,0
1620, remain calm.  Take out my .45  shoot the trunk lock  put two in the through the back wall / back seat  get out and run,0
1621, I most certainly am not to what are you referring to ??,0
1622, Firing Squad at least I die on my feet,0
1623, yes  but only actually killed one,0
1624, Guns  Money clothes   Peru is dangerous  and Money and guns will keep me safe,0
1625, you feel better now ?? If you don't want to talk to me  then just say so,1
1626, take out my . 45 and shoot the freak,0
1627, I just tell her. No lies  no half truths   no bull shit,0
1628, well that depends..... I am a reall Outlaw  so I am willing to do any thing short of killing someone. As far as being sexual   I am strait but have done A LOT of weird stuff,0
1629, I don't eat fast food ever,0
1630, have sex with them heheheee,0
1631, Not incest  because we would not be related so it should be Legal,0
1632, we will wake up to blue skys and keep on going on,0
1633, take the battery cable off   and make her stay there. tell her about it the next day and say that you love her  that's why i didn't want her to drive,0
1634, thank you ! ! I AM Awesome ! !,0
1635, all the time. sometimes more than once a day,0
1636, oh O.K ! ! nice make sure it's Stolie's Please,0
1637, or it would make yuh loook like a person not a fake scaredyy cat .,1
1638, Thank You Very Much , 0
1639, I Love You ,0
1640 , You are a Great Person , 0
1,i love you no homo,0
0,no one likes you,1
1,you are piece of garbage,1
2,you are ugly,1
3,We are enemies no one likes you and also me,1
4,no one love you,10,no one love you,1
1,Stupid dude ,1
2,Idiot ,1
3,You are piece of garbage ,1
4,No one likes you,1
0,is this enough?,0
1,Ok,0
2,I love you no homo,0
3,i love you buddy,0
4,you are beautiful,0
5,go to hell,1
6,ok i will do so,0
7,Yes I think so,0
8,You are good,0
9,Thank you,0
10,This is concerning ,0
11,no one love you,1
12,on one like you,1
13,you are a handsome man,0
14,Hey are you there,0
15,How are you,0
16,So do you have anything in your mind,0
0,no,0
1,thats because of the bag of words,0
2,So what are you doing now ,0
3,This isn't a gradation project at all,0
4,Do you love sex ,0
5,Do you,0
6,its not,0
7,lol,0
8,What the hell is happening ,0
9,yup,0
10,go at me,0
11,nice,0
12,you are funny,0
13,Reported,0
14,What the hell are you doing,0
15,nah,0
16,you are handsome,0
17,So you think we should deliver tomorrow ,0
18,This project is idiot ,0
19,report please,0
20,yes,0
21,Okay train and tell me,0
22,thanks,0
23,What,0
24,but thats not good,0
25,You are hilarious ,0
0,well good bye,0
1,no,0
2,no I will not accept that,0
0,why,0
1,why are you that polite,0
2,who told you so,0
0,Thanks john,0
1,What? ,0
2,alright then,0
3,sorry for interrupting,0
4,your lunch,0
5,Why are you so polite,0
6,and you?,0
7,please,0
8,lol,0
9,Is this even works,0
10,oh yeah,0
